date,weekday,month,year,is_schoolholiday,is_holiday,is_holiday_next2days,store,product,rain,temperature,promotion_currentweek,promotion_lastweek
2019-04-14,SAT,APR,2019,0,0,0,29,101,0.0,5.2,1,0
2019-04-15,SUN,APR,2019,1,0,0,29,101,0.0,9.4,1,0
2019-04-16,MON,APR,2019,1,0,0,29,101,0.0,10.8,1,0
2019-04-17,TUE,APR,2019,1,0,1,29,101,0.0,13.1,1,0
2019-04-18,WED,APR,2019,1,0,1,29,101,0.0,13.1,0,1
2019-04-19,THU,APR,2019,1,1,1,29,101,0.0,13.9,0,1
2019-04-20,FRI,APR,2019,1,0,1,29,101,0.0,13.8,0,1
2019-04-21,SAT,APR,2019,1,1,1,29,101,0.0,13.8,0,1
2019-04-22,SUN,APR,2019,1,1,0,29,101,0.0,14.8,0,1
2019-04-23,MON,APR,2019,1,0,0,29,101,0.0,15.8,0,1
2019-04-24,TUE,APR,2019,1,0,0,29,101,0.0,15.6,0,1
2019-04-25,WED,APR,2019,1,0,0,29,101,0.0,15.6,0,0
2019-04-26,THU,APR,2019,1,0,0,29,101,4.3,9.0,0,0
2019-04-27,FRI,APR,2019,1,0,0,29,101,11.6,9.0,0,0
2019-04-28,SAT,APR,2019,0,0,0,29,101,0.0,7.8,0,0
2019-04-29,SUN,APR,2019,0,0,1,29,101,9.1,7.5,0,0
2019-04-30,MON,APR,2019,0,0,1,29,101,0.0,11.3,0,0
2016-01-02,FRI,JAN,2016,1,0,0,29,109,11.9,2.1,0,0
2016-01-03,SAT,JAN,2016,1,0,0,29,109,4.1,2.6,0,0
2016-01-04,SUN,JAN,2016,1,0,1,29,109,7.9,3.2,0,0
2016-01-05,MON,JAN,2016,1,0,1,29,109,3.5,3.1,0,0
2016-01-06,TUE,JAN,2016,1,1,0,29,109,0.1,4.1,0,0
2016-01-07,WED,JAN,2016,1,0,0,29,109,2.2,4.5,0,0
2016-01-08,THU,JAN,2016,1,0,0,29,109,0.0,3.8,0,0
2016-01-09,FRI,JAN,2016,1,0,0,29,109,0.0,0.7,0,0
2016-01-10,SAT,JAN,2016,0,0,0,29,109,3.2,4.7,0,0
2016-01-11,SUN,JAN,2016,0,0,0,29,109,10.9,4.7,0,0
2016-01-12,MON,JAN,2016,0,0,0,29,109,10.6,4.6,0,0
2016-01-13,TUE,JAN,2016,0,0,0,29,109,3.8,3.6,0,0
2016-01-14,WED,JAN,2016,0,0,0,29,109,1.0,2.4,0,0
2016-01-15,THU,JAN,2016,0,0,0,29,109,2.5,1.0,0,0
2016-01-16,FRI,JAN,2016,0,0,0,29,109,1.9,0.4,0,0
2016-01-17,SAT,JAN,2016,0,0,0,29,109,3.1,-2.0,0,0
2016-01-18,SUN,JAN,2016,0,0,0,29,109,0.0,-8.4,0,0
2016-01-19,MON,JAN,2016,0,0,0,29,109,0.0,-6.8,0,0
2016-01-20,TUE,JAN,2016,0,0,0,29,109,0.0,-4.9,0,0
2016-01-21,WED,JAN,2016,0,0,0,29,109,0.0,-2.4,0,0
2016-01-22,THU,JAN,2016,0,0,0,29,109,2.6,-7.7,0,0
2016-01-23,FRI,JAN,2016,0,0,0,29,109,0.1,1.5,0,0
2016-01-24,SAT,JAN,2016,0,0,0,29,109,3.6,3.5,0,0
2016-01-25,SUN,JAN,2016,0,0,0,29,109,0.0,5.7,0,0
2016-01-26,MON,JAN,2016,0,0,0,29,109,0.0,7.6,0,0
2016-01-27,TUE,JAN,2016,0,0,0,29,109,0.0,10.5,0,0
2016-01-28,WED,JAN,2016,0,0,0,29,109,0.8,9.0,0,0
2016-01-29,THU,JAN,2016,0,0,0,29,109,0.0,6.3,0,0
2016-01-30,FRI,JAN,2016,0,0,0,29,109,9.4,6.7,0,0
2016-01-31,SAT,JAN,2016,0,0,0,29,109,5.6,5.0,0,0
2016-02-01,SUN,FEB,2016,0,0,0,29,109,0.1,11.2,0,0
2016-02-02,MON,FEB,2016,0,0,0,29,109,2.8,9.9,0,0
2016-02-03,TUE,FEB,2016,0,0,0,29,109,5.9,3.7,0,0
2016-02-04,WED,FEB,2016,0,0,0,29,109,9.0,2.8,0,0
2016-02-05,THU,FEB,2016,0,0,0,29,109,0.0,4.1,0,0
2016-02-06,FRI,FEB,2016,0,0,0,29,109,0.0,3.9,0,0
2016-02-07,SAT,FEB,2016,0,0,0,29,109,0.0,4.0,0,0
2016-02-08,SUN,FEB,2016,1,0,0,29,109,8.9,7.4,0,0
2016-02-09,MON,FEB,2016,1,0,0,29,109,12.2,7.3,0,0
2016-02-10,TUE,FEB,2016,1,0,0,29,109,3.9,2.8,0,0
2016-02-11,WED,FEB,2016,1,0,0,29,109,0.5,2.9,0,0
2016-02-12,THU,FEB,2016,1,0,0,29,109,0.0,2.3,0,0
2016-02-13,FRI,FEB,2016,0,0,0,29,109,11.7,2.2,0,0
2016-02-14,SAT,FEB,2016,0,0,0,29,109,2.4,6.3,0,0
2016-02-15,SUN,FEB,2016,0,0,0,29,109,0.0,3.9,0,0
2016-02-16,MON,FEB,2016,0,0,0,29,109,0.0,1.2,0,0
2016-02-17,TUE,FEB,2016,0,0,0,29,109,0.0,0.7,0,0
2016-02-18,WED,FEB,2016,0,0,0,29,109,0.1,2.9,1,0
2016-02-19,THU,FEB,2016,0,0,0,29,109,1.1,1.0,1,0
2016-02-20,FRI,FEB,2016,0,0,0,29,109,8.7,3.5,1,0
2016-02-21,SAT,FEB,2016,0,0,0,29,109,1.9,10.4,1,0
2016-02-22,SUN,FEB,2016,0,0,0,29,109,9.3,10.3,1,0
2016-02-23,MON,FEB,2016,0,0,0,29,109,7.5,2.4,1,0
2016-02-24,TUE,FEB,2016,0,0,0,29,109,0.0,2.3,1,0
2016-02-25,WED,FEB,2016,0,0,0,29,109,0.0,1.3,0,1
2016-02-26,THU,FEB,2016,0,0,0,29,109,0.0,-0.3,0,1
2016-02-27,FRI,FEB,2016,0,0,0,29,109,0.0,0.9,0,1
2016-02-28,SAT,FEB,2016,0,0,0,29,109,0.0,2.0,0,1
2016-02-29,SUN,FEB,2016,0,0,0,29,109,4.2,2.0,0,1
2016-03-01,MON,MAR,2016,0,0,0,29,109,2.1,2.3,0,1
2016-03-02,TUE,MAR,2016,0,0,0,29,109,2.3,4.2,0,1
2016-03-03,WED,MAR,2016,0,0,0,29,109,0.1,3.3,0,0
2016-03-04,THU,MAR,2016,0,0,0,29,109,2.8,4.3,0,0
2016-03-05,FRI,MAR,2016,0,0,0,29,109,1.0,4.4,0,0
2016-03-06,SAT,MAR,2016,0,0,0,29,109,1.0,2.9,0,0
2016-03-07,SUN,MAR,2016,0,0,0,29,109,0.1,2.7,0,0
2016-03-08,MON,MAR,2016,0,0,0,29,109,0.0,-0.1,0,0
2016-03-09,TUE,MAR,2016,0,0,0,29,109,0.0,0.3,0,0
2016-03-10,WED,MAR,2016,0,0,0,29,109,0.0,1.6,0,0
2016-03-11,THU,MAR,2016,0,0,0,29,109,0.0,3.3,0,0
2016-03-12,FRI,MAR,2016,0,0,0,29,109,0.0,4.4,0,0
2016-03-13,SAT,MAR,2016,0,0,0,29,109,0.0,4.3,0,0
2016-03-14,SUN,MAR,2016,0,0,0,29,109,0.0,4.4,0,0
2016-03-15,MON,MAR,2016,0,0,0,29,109,3.3,1.1,0,0
2016-03-16,TUE,MAR,2016,0,0,0,29,109,0.0,4.0,0,0
2016-03-17,WED,MAR,2016,0,0,0,29,109,0.0,4.3,0,0
2016-03-18,THU,MAR,2016,0,0,0,29,109,0.0,5.5,0,0
2016-03-19,FRI,MAR,2016,0,0,0,29,109,0.0,3.4,0,0
2016-03-20,SAT,MAR,2016,0,0,0,29,109,0.0,4.5,0,0
2016-03-21,SUN,MAR,2016,0,0,0,29,109,1.1,5.9,0,0
2016-03-22,MON,MAR,2016,0,0,0,29,109,0.0,6.7,0,0
2016-03-23,TUE,MAR,2016,0,0,1,29,109,0.6,5.6,0,0
2016-03-24,WED,MAR,2016,1,0,1,29,109,0.0,6.0,1,0
2016-03-25,THU,MAR,2016,1,1,1,29,109,9.8,5.7,1,0
2016-03-26,FRI,MAR,2016,1,0,1,29,109,0.0,8.8,1,0
2016-03-27,SAT,MAR,2016,1,1,1,29,109,0.1,7.2,1,0
2016-03-28,SUN,MAR,2016,1,1,0,29,109,5.3,7.5,1,0
2016-03-29,MON,MAR,2016,1,0,0,29,109,0.5,8.1,1,0
2016-03-30,TUE,MAR,2016,1,0,0,29,109,11.9,8.4,1,0
2016-03-31,WED,MAR,2016,1,0,0,29,109,3.9,11.8,0,1
2016-04-01,THU,APR,2016,1,0,0,29,109,0.0,5.7,0,1
2016-04-02,FRI,APR,2016,1,0,0,29,109,0.0,7.8,0,1
2016-04-03,SAT,APR,2016,0,0,0,29,109,0.0,12.3,0,1
2016-04-04,SUN,APR,2016,0,0,0,29,109,0.6,14.3,0,1
2016-04-05,MON,APR,2016,0,0,0,29,109,3.3,12.5,0,1
2016-04-06,TUE,APR,2016,0,0,0,29,109,0.1,12.0,0,1
2016-04-07,WED,APR,2016,0,0,0,29,109,1.5,8.3,0,0
2016-04-08,THU,APR,2016,0,0,0,29,109,0.0,6.8,0,0
2016-04-09,FRI,APR,2016,0,0,0,29,109,0.2,6.8,0,0
2016-04-10,SAT,APR,2016,0,0,0,29,109,0.0,10.4,0,0
2016-04-11,SUN,APR,2016,0,0,0,29,109,0.3,9.9,0,0
2016-04-12,MON,APR,2016,0,0,0,29,109,5.4,10.1,0,0
2016-04-13,TUE,APR,2016,0,0,0,29,109,3.3,9.5,0,0
2016-04-14,WED,APR,2016,0,0,0,29,109,0.1,10.3,0,0
2016-04-15,THU,APR,2016,0,0,0,29,109,3.2,10.1,0,0
2016-04-16,FRI,APR,2016,0,0,0,29,109,18.4,10.9,0,0
2016-04-17,SAT,APR,2016,0,0,0,29,109,2.6,8.6,0,0
2016-04-18,SUN,APR,2016,0,0,0,29,109,0.0,9.0,0,0
2016-04-19,MON,APR,2016,0,0,0,29,109,0.0,7.9,0,0
2016-04-20,TUE,APR,2016,0,0,0,29,109,0.0,7.6,0,0
2016-04-21,WED,APR,2016,0,0,0,29,109,0.0,10.0,0,0
2016-04-22,THU,APR,2016,0,0,0,29,109,0.7,10.8,0,0
2016-04-23,FRI,APR,2016,0,0,0,29,109,6.7,6.1,0,0
2016-04-24,SAT,APR,2016,0,0,0,29,109,1.1,2.8,0,0
2016-04-25,SUN,APR,2016,0,0,0,29,109,11.9,3.4,0,0
2016-04-26,MON,APR,2016,0,0,0,29,109,3.2,3.9,0,0
2016-04-27,TUE,APR,2016,0,0,0,29,109,0.6,4.0,0,0
2016-04-28,WED,APR,2016,0,0,0,29,109,0.0,4.5,0,0
2016-04-29,THU,APR,2016,0,0,1,29,109,0.0,7.0,0,0
2016-04-30,FRI,APR,2016,0,0,1,29,109,0.0,10.5,0,0
2016-05-01,SAT,MAY,2016,0,1,0,29,109,0.0,13.3,0,0
2016-05-02,SUN,MAY,2016,0,0,0,29,109,0.0,12.1,0,0
2016-05-03,MON,MAY,2016,0,0,1,29,109,1.6,9.8,0,0
2016-05-04,TUE,MAY,2016,0,0,1,29,109,0.0,8.8,0,0
2016-05-05,WED,MAY,2016,0,1,0,29,109,0.0,10.7,0,0
2016-05-06,THU,MAY,2016,0,0,0,29,109,0.0,14.4,0,0
2016-05-07,FRI,MAY,2016,0,0,0,29,109,0.0,15.9,0,0
2016-05-08,SAT,MAY,2016,0,0,0,29,109,0.0,16.7,0,0
2016-05-09,SUN,MAY,2016,0,0,0,29,109,0.0,16.9,0,0
2016-05-10,MON,MAY,2016,0,0,0,29,109,0.0,15.7,0,0
2016-05-11,TUE,MAY,2016,0,0,0,29,109,0.3,16.3,0,0
2016-05-12,WED,MAY,2016,0,0,0,29,109,1.6,15.2,1,0
2016-05-13,THU,MAY,2016,0,0,1,29,109,12.4,14.6,1,0
2016-05-14,FRI,MAY,2016,0,0,1,29,109,0.0,11.2,1,0
2016-05-15,SAT,MAY,2016,0,1,1,29,109,1.7,8.0,1,0
2016-05-16,SUN,MAY,2016,0,1,0,29,109,3.2,7.8,1,0
2016-05-17,MON,MAY,2016,1,0,0,29,109,0.0,9.3,1,0
2016-05-18,TUE,MAY,2016,1,0,0,29,109,0.4,13.4,1,0
2016-05-19,WED,MAY,2016,1,0,0,29,109,0.3,12.8,0,1
2016-05-20,THU,MAY,2016,1,0,0,29,109,0.0,13.7,0,1
2016-05-21,FRI,MAY,2016,1,0,0,29,109,0.0,17.0,0,1
2016-05-22,SAT,MAY,2016,1,0,0,29,109,0.0,19.1,0,1
2016-05-23,SUN,MAY,2016,1,0,0,29,109,8.9,12.5,0,1
2016-05-24,MON,MAY,2016,1,0,1,29,109,2.3,11.0,0,1
2016-05-25,TUE,MAY,2016,1,0,1,29,109,0.0,12.3,0,1
2016-05-26,WED,MAY,2016,1,1,0,29,109,4.3,15.8,0,0
2016-05-27,THU,MAY,2016,1,0,0,29,109,0.9,17.2,0,0
2016-05-28,FRI,MAY,2016,1,0,0,29,109,0.8,17.9,0,0
2016-05-29,SAT,MAY,2016,0,0,0,29,109,66.3,18.6,0,0
2016-05-30,SUN,MAY,2016,0,0,0,29,109,6.2,16.0,0,0
2016-05-31,MON,MAY,2016,0,0,0,29,109,0.0,16.4,0,0
2016-06-01,TUE,JUN,2016,0,0,0,29,109,3.0,14.6,0,0
2016-06-02,WED,JUN,2016,0,0,0,29,109,2.5,15.6,0,0
2016-06-03,THU,JUN,2016,0,0,0,29,109,2.0,15.9,0,0
2016-06-04,FRI,JUN,2016,0,0,0,29,109,5.4,17.0,0,0
2016-06-05,SAT,JUN,2016,0,0,0,29,109,0.4,18.4,0,0
2016-06-06,SUN,JUN,2016,0,0,0,29,109,0.0,19.6,0,0
2016-06-07,MON,JUN,2016,0,0,0,29,109,0.1,20.5,0,0
2016-06-08,TUE,JUN,2016,0,0,0,29,109,18.3,17.9,0,0
2016-06-09,WED,JUN,2016,0,0,0,29,109,0.0,16.1,0,0
2016-06-10,THU,JUN,2016,0,0,0,29,109,0.0,16.1,0,0
2016-06-11,FRI,JUN,2016,0,0,0,29,109,0.3,16.1,0,0
2016-06-12,SAT,JUN,2016,0,0,0,29,109,4.5,16.4,0,0
2016-06-13,SUN,JUN,2016,0,0,0,29,109,4.4,15.9,0,0
2016-06-14,MON,JUN,2016,0,0,0,29,109,4.2,15.6,0,0
2016-06-15,TUE,JUN,2016,0,0,0,29,109,0.5,14.5,0,0
2016-06-16,WED,JUN,2016,0,0,0,29,109,5.9,13.2,0,0
2016-06-17,THU,JUN,2016,0,0,0,29,109,0.6,14.2,0,0
2016-06-18,FRI,JUN,2016,0,0,0,29,109,0.4,15.6,0,0
2016-06-19,SAT,JUN,2016,0,0,0,29,109,0.0,15.0,0,0
2016-06-20,SUN,JUN,2016,0,0,0,29,109,1.9,16.3,0,0
2016-06-21,MON,JUN,2016,0,0,0,29,109,0.0,17.6,0,0
2016-06-22,TUE,JUN,2016,0,0,0,29,109,0.0,22.0,0,0
2016-06-23,WED,JUN,2016,0,0,0,29,109,0.0,24.0,0,0
2016-06-24,THU,JUN,2016,0,0,0,29,109,17.7,25.6,0,0
2016-06-25,FRI,JUN,2016,0,0,0,29,109,4.6,20.0,0,0
2016-06-26,SAT,JUN,2016,0,0,0,29,109,0.0,17.2,0,0
2016-06-27,SUN,JUN,2016,0,0,0,29,109,0.0,17.0,0,0
2016-06-28,MON,JUN,2016,0,0,0,29,109,3.8,18.2,0,0
2016-06-29,TUE,JUN,2016,0,0,0,29,109,0.0,19.5,0,0
2016-06-30,WED,JUN,2016,0,0,0,29,109,0.0,19.4,0,0
2016-07-01,THU,JUL,2016,0,0,0,29,109,0.0,20.6,0,0
2016-07-02,FRI,JUL,2016,0,0,0,29,109,3.0,16.3,0,0
2016-07-03,SAT,JUL,2016,0,0,0,29,109,0.1,15.2,0,0
2016-07-04,SUN,JUL,2016,0,0,0,29,109,0.0,18.7,0,0
2016-07-05,MON,JUL,2016,0,0,0,29,109,0.0,19.5,0,0
2016-07-06,TUE,JUL,2016,0,0,0,29,109,0.0,17.5,0,0
2016-07-07,WED,JUL,2016,0,0,0,29,109,0.0,18.2,0,0
2016-07-08,THU,JUL,2016,0,0,0,29,109,0.5,20.2,0,0
2016-07-09,FRI,JUL,2016,0,0,0,29,109,0.0,20.8,0,0
2016-07-10,SAT,JUL,2016,0,0,0,29,109,0.0,23.2,0,0
2016-07-11,SUN,JUL,2016,0,0,0,29,109,0.1,22.9,0,0
2016-07-12,MON,JUL,2016,0,0,0,29,109,0.4,18.6,0,0
2016-07-13,TUE,JUL,2016,0,0,0,29,109,5.4,16.4,0,0
2016-07-14,WED,JUL,2016,0,0,0,29,109,0.0,14.8,0,0
2016-07-15,THU,JUL,2016,0,0,0,29,109,0.0,14.1,0,0
2016-07-16,FRI,JUL,2016,0,0,0,29,109,0.0,17.2,0,0
2016-07-17,SAT,JUL,2016,0,0,0,29,109,0.0,20.7,0,0
2016-07-18,SUN,JUL,2016,0,0,0,29,109,0.0,22.2,0,0
2016-07-19,MON,JUL,2016,0,0,0,29,109,0.0,22.4,0,0
2016-07-20,TUE,JUL,2016,0,0,0,29,109,5.5,24.6,0,0
2016-07-21,WED,JUL,2016,0,0,0,29,109,0.3,20.2,1,0
2016-07-22,THU,JUL,2016,0,0,0,29,109,3.2,22.2,1,0
2016-07-23,FRI,JUL,2016,0,0,0,29,109,0.0,21.5,1,0
2016-07-24,SAT,JUL,2016,0,0,0,29,109,0.0,21.4,1,0
2016-07-25,SUN,JUL,2016,0,0,0,29,109,0.5,21.7,1,0
2016-07-26,MON,JUL,2016,0,0,0,29,109,0.4,22.1,1,0
2016-07-27,TUE,JUL,2016,0,0,0,29,109,0.0,21.7,1,0
2016-07-28,WED,JUL,2016,1,0,0,29,109,0.6,20.6,0,1
2016-07-29,THU,JUL,2016,1,0,0,29,109,0.0,21.5,0,1
2016-07-30,FRI,JUL,2016,1,0,0,29,109,4.3,22.2,0,1
2016-07-31,SAT,JUL,2016,1,0,0,29,109,0.0,19.6,0,1
2016-08-01,SUN,AUG,2016,1,0,0,29,109,0.6,17.3,0,1
2016-08-02,MON,AUG,2016,1,0,0,29,109,5.2,16.0,0,1
2016-08-03,TUE,AUG,2016,1,0,0,29,109,0.1,19.8,0,1
2016-08-04,WED,AUG,2016,1,0,0,29,109,21.2,19.8,1,0
2016-08-05,THU,AUG,2016,1,0,0,29,109,0.0,17.3,1,0
2016-08-06,FRI,AUG,2016,1,0,0,29,109,0.0,17.1,1,0
2016-08-07,SAT,AUG,2016,1,0,0,29,109,0.0,18.8,1,0
2016-08-08,SUN,AUG,2016,1,0,0,29,109,0.1,20.3,1,0
2016-08-09,MON,AUG,2016,1,0,0,29,109,1.5,16.7,1,0
2016-08-10,TUE,AUG,2016,1,0,0,29,109,0.0,14.4,1,0
2016-08-11,WED,AUG,2016,1,0,0,29,109,3.1,13.2,0,1
2016-08-12,THU,AUG,2016,1,0,0,29,109,2.0,15.5,0,1
2016-08-13,FRI,AUG,2016,1,0,0,29,109,0.0,19.8,0,1
2016-08-14,SAT,AUG,2016,1,0,0,29,109,0.0,19.9,0,1
2016-08-15,SUN,AUG,2016,1,0,0,29,109,0.0,20.2,0,1
2016-08-16,MON,AUG,2016,1,0,0,29,109,0.0,19.4,0,1
2016-08-17,TUE,AUG,2016,1,0,0,29,109,0.0,17.9,0,1
2016-08-18,WED,AUG,2016,1,0,0,29,109,0.0,17.6,1,0
2016-08-19,THU,AUG,2016,1,0,0,29,109,0.1,20.4,1,0
2016-08-20,FRI,AUG,2016,1,0,0,29,109,2.6,19.2,1,0
2016-08-21,SAT,AUG,2016,1,0,0,29,109,0.0,17.1,1,0
2016-08-22,SUN,AUG,2016,1,0,0,29,109,0.0,17.2,1,0
2016-08-23,MON,AUG,2016,1,0,0,29,109,0.0,20.2,1,0
2016-08-24,TUE,AUG,2016,1,0,0,29,109,0.0,22.0,1,0
2016-08-25,WED,AUG,2016,1,0,0,29,109,0.0,22.5,0,1
2016-08-26,THU,AUG,2016,1,0,0,29,109,0.0,23.0,0,1
2016-08-27,FRI,AUG,2016,1,0,0,29,109,0.0,24.4,0,1
2016-08-28,SAT,AUG,2016,1,0,0,29,109,0.2,24.4,0,1
2016-08-29,SUN,AUG,2016,1,0,0,29,109,0.0,22.1,0,1
2016-08-30,MON,AUG,2016,1,0,0,29,109,0.0,18.8,0,1
2016-08-31,TUE,AUG,2016,1,0,0,29,109,0.0,19.5,0,1
2016-09-01,WED,SEP,2016,1,0,0,29,109,0.0,20.5,0,0
2016-09-02,THU,SEP,2016,1,0,0,29,109,0.0,19.3,0,0
2016-09-03,FRI,SEP,2016,1,0,0,29,109,0.0,20.5,0,0
2016-09-04,SAT,SEP,2016,1,0,0,29,109,1.5,17.9,0,0
2016-09-05,SUN,SEP,2016,1,0,0,29,109,0.0,17.6,0,0
2016-09-06,MON,SEP,2016,1,0,0,29,109,0.0,18.2,0,0
2016-09-07,TUE,SEP,2016,1,0,0,29,109,0.0,18.5,0,0
2016-09-08,WED,SEP,2016,1,0,0,29,109,0.0,20.3,0,0
2016-09-09,THU,SEP,2016,1,0,0,29,109,0.0,20.4,0,0
2016-09-10,FRI,SEP,2016,1,0,0,29,109,0.0,20.6,0,0
2016-09-11,SAT,SEP,2016,0,0,0,29,109,0.0,21.3,0,0
2016-09-12,SUN,SEP,2016,0,0,0,29,109,0.0,22.1,0,0
2016-09-13,MON,SEP,2016,0,0,0,29,109,0.0,22.5,0,0
2016-09-14,TUE,SEP,2016,0,0,0,29,109,0.0,21.4,0,0
2016-09-15,WED,SEP,2016,0,0,0,29,109,0.0,20.7,0,0
2016-09-16,THU,SEP,2016,0,0,0,29,109,0.0,18.9,0,0
2016-09-17,FRI,SEP,2016,0,0,0,29,109,24.1,16.0,0,0
2016-09-18,SAT,SEP,2016,0,0,0,29,109,6.3,14.9,0,0
2016-09-19,SUN,SEP,2016,0,0,0,29,109,4.4,13.4,0,0
2016-09-20,MON,SEP,2016,0,0,0,29,109,0.0,14.4,0,0
2016-09-21,TUE,SEP,2016,0,0,0,29,109,0.0,11.9,0,0
2016-09-22,WED,SEP,2016,0,0,0,29,109,0.0,12.1,1,0
2016-09-23,THU,SEP,2016,0,0,0,29,109,0.0,13.5,1,0
2016-09-24,FRI,SEP,2016,0,0,0,29,109,0.0,13.8,1,0
2016-09-25,SAT,SEP,2016,0,0,0,29,109,0.1,14.5,1,0
2016-09-26,SUN,SEP,2016,0,0,0,29,109,1.3,13.8,1,0
2016-09-27,MON,SEP,2016,0,0,0,29,109,0.0,15.2,1,0
2016-09-28,TUE,SEP,2016,0,0,0,29,109,0.0,14.8,1,0
2016-09-29,WED,SEP,2016,0,0,0,29,109,0.0,17.3,0,1
2016-09-30,THU,SEP,2016,0,0,0,29,109,1.4,15.8,0,1
2016-10-01,FRI,OCT,2016,0,0,1,29,109,0.4,14.7,0,1
2016-10-02,SAT,OCT,2016,0,0,1,29,109,0.0,13.1,0,1
2016-10-03,SUN,OCT,2016,0,1,0,29,109,13.0,10.5,0,1
2016-10-04,MON,OCT,2016,0,0,0,29,109,0.0,8.8,0,1
2016-10-05,TUE,OCT,2016,0,0,0,29,109,0.1,6.5,0,1
2016-10-06,WED,OCT,2016,0,0,0,29,109,1.1,8.4,0,0
2016-10-07,THU,OCT,2016,0,0,0,29,109,0.0,9.3,0,0
2016-10-08,FRI,OCT,2016,0,0,0,29,109,0.1,7.5,0,0
2016-10-09,SAT,OCT,2016,0,0,0,29,109,0.0,6.8,0,0
2016-10-10,SUN,OCT,2016,0,0,0,29,109,0.0,6.2,0,0
2016-10-11,MON,OCT,2016,0,0,0,29,109,0.0,5.9,0,0
2016-10-12,TUE,OCT,2016,0,0,0,29,109,0.0,7.1,0,0
2016-10-13,WED,OCT,2016,0,0,0,29,109,0.0,5.8,0,0
2016-10-14,THU,OCT,2016,0,0,0,29,109,0.0,9.7,0,0
2016-10-15,FRI,OCT,2016,0,0,0,29,109,0.0,10.1,0,0
2016-10-16,SAT,OCT,2016,0,0,0,29,109,0.0,9.9,0,0
2016-10-17,SUN,OCT,2016,0,0,0,29,109,2.4,10.6,0,0
2016-10-18,MON,OCT,2016,0,0,0,29,109,2.6,12.7,0,0
2016-10-19,TUE,OCT,2016,0,0,0,29,109,5.0,9.1,0,0
2016-10-20,WED,OCT,2016,0,0,0,29,109,24.9,6.7,0,0
2016-10-21,THU,OCT,2016,0,0,0,29,109,3.0,5.4,0,0
2016-10-22,FRI,OCT,2016,0,0,0,29,109,0.9,6.0,0,0
2016-10-23,SAT,OCT,2016,0,0,0,29,109,3.5,6.7,0,0
2016-10-24,SUN,OCT,2016,0,0,0,29,109,9.6,11.3,0,0
2016-10-25,MON,OCT,2016,0,0,0,29,109,0.0,12.8,0,0
2016-10-26,TUE,OCT,2016,0,0,0,29,109,0.0,9.7,0,0
2016-10-27,WED,OCT,2016,0,0,0,29,109,0.0,8.2,0,0
2016-10-28,THU,OCT,2016,0,0,0,29,109,0.0,8.2,0,0
2016-10-29,FRI,OCT,2016,0,0,0,29,109,0.0,9.7,0,0
2016-10-30,SAT,OCT,2016,0,0,1,29,109,0.0,7.1,0,0
2016-10-31,SUN,OCT,2016,1,0,1,29,109,0.0,7.1,0,0
2016-11-01,MON,NOV,2016,1,1,0,29,109,1.2,6.0,0,0
2016-11-02,TUE,NOV,2016,1,0,0,29,109,0.2,6.9,0,0
2016-11-03,WED,NOV,2016,1,0,0,29,109,0.0,4.0,1,0
2016-11-04,THU,NOV,2016,1,0,0,29,109,1.5,3.5,1,0
2016-11-05,FRI,NOV,2016,0,0,0,29,109,6.8,6.8,1,0
2016-11-06,SAT,NOV,2016,0,0,0,29,109,1.2,4.5,1,0
2016-11-07,SUN,NOV,2016,0,0,0,29,109,0.0,2.1,1,0
2016-11-08,MON,NOV,2016,0,0,0,29,109,0.8,1.5,1,0
2016-11-09,TUE,NOV,2016,0,0,0,29,109,9.1,3.2,1,0
2016-11-10,WED,NOV,2016,0,0,0,29,109,7.9,4.9,0,1
2016-11-11,THU,NOV,2016,0,0,0,29,109,15.2,2.7,0,1
2016-11-12,FRI,NOV,2016,0,0,0,29,109,0.0,0.7,0,1
2016-11-13,SAT,NOV,2016,0,0,0,29,109,0.0,-0.6,0,1
2016-11-14,SUN,NOV,2016,0,0,0,29,109,0.0,-1.6,0,1
2016-11-15,MON,NOV,2016,0,0,0,29,109,10.8,1.5,0,1
2016-11-16,TUE,NOV,2016,0,0,0,29,109,3.4,8.2,0,1
2016-11-17,WED,NOV,2016,0,0,0,29,109,0.8,9.9,0,0
2016-11-18,THU,NOV,2016,0,0,0,29,109,2.6,9.9,0,0
2016-11-19,FRI,NOV,2016,0,0,0,29,109,3.9,5.4,0,0
2016-11-20,SAT,NOV,2016,0,0,0,29,109,0.0,8.4,0,0
2016-11-21,SUN,NOV,2016,0,0,0,29,109,0.0,7.0,0,0
2016-11-22,MON,NOV,2016,0,0,0,29,109,0.0,7.2,0,0
2016-11-23,TUE,NOV,2016,0,0,0,29,109,0.0,5.5,0,0
2016-11-24,WED,NOV,2016,0,0,0,29,109,0.0,7.0,0,0
2016-11-25,THU,NOV,2016,0,0,0,29,109,0.0,8.0,0,0
2016-11-26,FRI,NOV,2016,0,0,0,29,109,0.0,6.4,0,0
2016-11-27,SAT,NOV,2016,0,0,0,29,109,0.4,4.4,0,0
2016-11-28,SUN,NOV,2016,0,0,0,29,109,0.0,-1.7,0,0
2016-11-29,MON,NOV,2016,0,0,0,29,109,0.0,-3.7,0,0
2016-11-30,TUE,NOV,2016,0,0,0,29,109,0.0,-2.7,0,0
2016-12-01,WED,DEC,2016,0,0,0,29,109,0.0,1.9,0,0
2016-12-02,THU,DEC,2016,0,0,0,29,109,1.2,3.5,0,0
